Gare;Date/Heure;Catégorie;Nom de la Source;Annonce restranscrite par ECHO;Annonce réelle;Durée en sec;Nom du mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 13:05:19;SN;Direct;Par la voie 43, Mesdames et Messieurs, votre prochain train va faire son entrée en gare, train de la ligne B à destination de l'aéroport Roissy-Charles-de-Gaulle. Attention toutefois, le train en question nous desservira que les gares donne les sous bois de l'aéroport Roissy Charles de Gaulle un et de l'aéroport Roissy-Charles-de-Gaulle de son terminus.;à la voie 43, Mesdames et Messieurs, votre prochain train va faire son entrée en gare, train de la ligne B à destination de l'aéroport Roissy-Charles-de-Gaulle. Attention toutefois, le train en question ne desservira que les gares donne les sous bois de l'aéroport Roissy Charles de Gaulle 1 et de l'aéroport Roissy-Charles-de-Gaulle de son terminus.;17,1;0087271023-DCT-20230808-130519-8b6b8bd5-2df6-408e-9d74-f37c69a3ff14.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 14:26:52;SN;Direct;Voir 43 le train à l'approche, un train pour l'aéroport Charles-de-Gaulle 2. Il sera direct jusqu'à Aulnay-sous-Bois, puis direct jusqu'à au port Charles de Gaulle un.;Voie 43 le train à l'approche, un train pour l'aéroport Charles-de-Gaulle 2. Il sera direct jusqu'à Aulnay-sous-Bois, puis direct jusqu'à au port Charles de Gaulle un.;9,26;0087271023-DCT-20230808-142652-862e9722-0335-4b42-b97b-5f5056fd0285.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 15:53:45;SN;Direct;On va 43 le train, la prochain train Paris port Charles de Gaulle 2 il sera direct jusqu'à onesse bois puis direct jusqu'à l'aéroport Charles de Gaulle.;Voie 43 le train, la prochain train Paris pour Charles de Gaulle 2 il sera direct jusqu'à Aulnay-sous-Bois puis direct jusqu'à l'aéroport Charles de Gaulle 1;7,24;0087271023-DCT-20230808-155345-01b90438-5a50-4cf5-a3cb-12a07297e1b2.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 18:02:06;SN;Direct;Pour la 42, le train qui rentre à quai est un train pour Fontaine Michalon.;Voie 42, le train qui rentre à quai est un train pour Fontaine Michalon.;4;0087271023-DCT-20230808-180206-30b3bab4-117e-4d62-b2fa-ec4d424a8394.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 20:19:57;SN;Direct;Clash INFO trafic, Madame, Monsieur, Bonsoir et bienvenue à Paris Gare du Nord.;Flash INFO trafic, Madame, Monsieur, Bonsoir et bienvenue à Paris Gare du Nord.;4,64;0087271023-DCT-20230808-201957-cede6f0c-d3ae-43ae-a5c8-2e0a3197a954.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 20:39:43;SN;Direct;Madame Monsieur, l'incident est terminé à l'aéroport Charles de Gaulle 2. Le trafic va reprendre progressivement. Cela faisait suite elles à faire oublier en gare de l'aéroport Charles-de-Gaulle 2.;Madame Monsieur, l'incident est terminé à l'aéroport Charles de Gaulle 2. Le trafic va reprendre progressivement. Cela faisait suite aux affaires oubliées en gare de l'aéroport Charles-de-Gaulle 2.;13,41;0087271023-DCT-20230808-203943-549d34b3-5d7a-4def-a12d-708c0c0e9b7e.mp3
Paris Gare du Nord RER;Tue, 08 Aug 2023 21:32:36;SN;Direct;. 44, voie 44 le train actuellement à quai. Par à destination de Melun je répète à la voie 44 votre train actuellement à quai par à destination de Melun. J'ai reçu dans ce roman direction de Corbeil-Essonnes votre prochain train rovo. Euh. Lundi, quitter la gare de Stade de France.;Voie 44, voie 44 le train actuellement à quai. Pars à destination de Melun je répète à la voie 44 votre train actuellement à quai pars à destination de Melun. Pour tous les voyageurs souhaitant se rendre en direction de corbeille esonnes votre prochain train ROVO Euh. viens de, quitter la gare de Stade de France.;19,53;0087271023-DCT-20230808-213236-7bec1727-8ade-4ccf-b457-2f82668605b3.mp3
Lille Flandres;Tue, 05 Sep 2023 09:58:07;SPI;Direct;Mais là Messieurs j informe les voyageurs à destination de tourner des parts prévu 10h08 que la voie de départ de votre TER sera affichée tardivement Merci de rester attentif aux annoncé à l affichage en gare Merci;Mesdames, Messieurs j informe les voyageurs à destination de Tournay des parts prévu 10h08 que la voie de départ de votre TER sera affichée tardivement Merci de rester attentif aux annoncé à l affichage en gare Merci;14,82;0087286005-Annonceur-20230905-095807-959f22dc-a748-4b00-9d7b-efc3d2a98dc5.mp3
Bondy;Tue, 05 Sep 2023 09:58:43;SPI;Pré-enregistrées;Info trafic RE Je vous informe que le trafic est perturbé Sa Lazare Chelles gournay dans les 2 sens prévoyez des ralentissements ainsi que des suppressions de trains et modifications;Info trafic RER E Je vous informe que le trafic est perturbé Haussman Saint-Lazare Chelles gournay dans les 2 sens prévoyez des ralentissements ainsi que des suppressions de trains et modifications;13,3;0087113407-PRE-20230905-095843-95e698b5-c098-4c1f-9709-af414cf30b23.mp3
Cernay (Val-d'Oise);Tue, 05 Sep 2023 10:00:48;SPI;Direct;Deezer c est l heure de faire un Flash le trafic est normal pour le moment En ce moment je vous informe qu un train en provenance de Montigny et en direction de pont de Régis à Orly a dû être retiré de la circulation car les conditions n ont pas été réunies pour effectuer le départ dans les temps impartis Pour plus d Info Mesdames et Messieurs restaient très attentif aux annonces et restez connectés sur l appli Île de France mobilités le site transilien com sans oublier SNCF Connect;Mesdames et Messieurs  10 h c'est l heure de faire un Flash le trafic est normal pour le moment En ce moment je vous informe qu un train en provenance de Montigny et en direction de pont de Régis à Orly a dû être retiré de la circulation car les conditions n ont pas été réunies pour effectuer le départ dans les temps impartis Pour plus d Info Mesdames et Messieurs restaient très attentif aux annonces et restez connectés sur l appli Île de France mobilités le site transilien.com sans oublier SNCF Connect;40,08;0087276063-DCT-20230905-100048-3a7b5966-8618-44d6-9a05-6cefa1d6c2c3.mp3
Saint-Pierre-des-Corps;Tue, 05 Sep 2023 10:01:03;SPI;Direct;Miami en gare de Saint Pierre Des corps prochain départ pour La Rochelle 10h16 sur la voie une pour Bordeaux 10h10 retard des de 15 Min en raison de conditions de départ non réunis à Lille;Bienvenue en gare de Saint Pierre Des corps prochain départ pour La Rochelle 10h16 sur la voie 1 pour Bordeaux 10h10 retard des de 15 Min en raison de conditions de départ non réunis à Lille;12,58;0087571240-Pupitre-20230905-100103-2a69baeb-8ab7-47d1-99ed-7b53e36e593c.mp3
Angers Saint-Laud;Tue, 05 Sep 2023 10:01:11;SPI;Direct;Mesdames Messieurs votre attention s il vous plaît en raison d une défaillance de matériel le TER pourrait ne initialement prévu à 10h28 est supprimé Prochain départ pour Laval Vitré et Rennes 12h28 merci;Mesdames Messieurs votre attention s il vous plaît en raison d une défaillance de matériel le TER pourrait pour Rennes initialement prévu à 10h28 est supprimé Prochain départ pour Laval Vitré et Rennes 12h28 merci;16,57;0087484006-PO_PRS-20230905-100111-ab8716ed-d851-4613-a508-8d4358dc8e97.mp3
Nîmes;Tue, 22 Aug 2023 10:25:00;SPI;Direct;Mesdames Messieurs veuillez préparer vos billets avant de vous présenter à l embarquement de votre train Nous vous rappelons que les diktats j ai bagage est obligatoire Mesdames et Messieurs Merci de votre compréhension;Mesdames Messieurs veuillez préparer vos billets avant de vous présenter à l embarquement de votre train Nous vous rappelons que l' étiquetage des bagages est obligatoire Mesdames et Messieurs Merci de votre compréhension;11,57;0087775007-Pupitre_Escale-20230822-102500-2a339a29-a236-4cf0-be2d-8570fd038a41.mp3
Ballancourt-sur-Essonne;Tue, 22 Aug 2023 10:42:30;SPI;Pré-enregistrées;Du 10 juillet au 26 août en raison d importants travaux le week end Montereau trafic sera interrompu De Gigi en direction de Corbeil Essonnes via la gare d Evry Courcouronnes du premier train au circulation jusqu à 15h00 Le trafic sera également interrompu de Corbeil Essonnes en direction de Juvisy via la gare d Evry Courcouronnes Jusqu au d année trains des bus de remplacement seront mis en place avec desserte des gares intermédiaires Veuillez Retrouvez toutes ces informations via l application Île de France Mobilités le site transilien com ainsi qui l application SNCF Connect Je vous remercie de votre attention;Du 10 juillet au 26 août en raison d importants travaux le week end Montereau votre trafic sera interrompu de Juvisy en direction de Corbeil Essonnes via la gare d Evry Courcouronnes du premier train au circulation jusqu à 15h00 Le trafic sera également interrompu de Corbeil Essonnes en direction de Juvisy via la gare d Evry Courcouronnes jusqu'au dernier train des bus de remplacement seront mis en place avec desserte des gares intermédiaires Veuillez Retrouvez toutes ces informations via l application Île de France Mobilités le site transilien com ainsi qui l application SNCF Connect Je vous remercie de votre attention;37,44;0087681437-PRE-20230822-104230-accbd65c-4e3e-4398-a91a-a71721b803f4.mp3
Paris Austerlitz;Tue, 22 Aug 2023 10:50:36;SPI;Direct;Mais là Messieurs Bonjour à tous je vous informe dès prochain départ dans votre gare sur la voie une le prochain train remis pour pont de Rungis Hanley départ dans 7 Min Vous trouverez sur la voie de votre prochain train elba pour Saint Martin d Étampes départ dans 10 Min;Mesdames, Messieurs Bonjour à tous je vous informe dès prochain départ dans votre gare sur la voie une le prochain train remis pour pont de Rungis Orly départ dans 7 Min Vous trouverez sur la voie de votre prochain train elba pour Saint Martin d Étampes départ dans 10 Min;16,42;0087547000-DCT-20230822-105036-a1bca4b9-ef77-4f42-815a-82775cb1d5c4.mp3
Château-Thierry;Tue, 22 Aug 2023 10:58:20;SPI;Direct;Voici le train TER à destination de Paris Est Partir prenez garde à la fermeture automatique des portes attention au départ;Voie C le train TER à destination de Paris Est Partir prenez garde à la fermeture automatique des portes attention au départ;14,48;0087116582-DCT-20230822-105820-62d5f8a0-a472-477b-972a-de644af3af3c.mp3
Paris Montparnasse Hall 1 & 2;Wed, 30 Aug 2023 18:16:59;SPP;Direct;Démo 14, ce train ne prend pas de voyageurs voie le mot 14 mai au 14. Ce train ne prend pas de voyageurs. Merci de bien vouloir descendre du train et n'oublier aucun effet personnel.;Voie numéro 14, ce train ne prend pas de voyageurs voie numéro 14, voie numéro 14. Ce train ne prend pas de voyageurs. Merci de bien vouloir descendre du train et n'oublier aucun effet personnel.;12,2;0087391003-COE_1-20230830-181659-340641df-6ed6-4beb-80bd-7d2f80c5bd97.mp3
Paris Gare du Nord RER;Wed, 30 Aug 2023 16:06:46;SPP;Direct;Clash INFO Trafic, Mesdames et Messieurs, Bonjour et bienvenue à Paris Gare du Nord. Nous sommes le mercredi 30 août, il est 16 h passé 2 6 Min. Je vous propose de faire un point sur l'état des circulations concernant vos ligne D aider ou je n'ai rien à vous signaler de particulier au moment de traverser la capitale. De même concernant veux correspondances avec les lignes HK en gare de surface ou de même avec les lignes de métro parisien, a noté quelques travaux. Si vous devez voyager ce soir à partir de 22h45 avec une interruption entre Paris Gare du Nord, l'aéroport Charles-de-Gaulle. Et Paris Nord Mitry-Claye sur la ligne D à partir de 23h20 entre Paris et gare de Lyon et Creil à. Vous pouvez bien sûr retrouver l'ensemble de ces informations sur les applications Île-de-France, mobilitéstransilien.comratp.fr, SNCF Connect ou bien votre applis 2 mobilités. Je vous souhaite à toutes et à tous une très bonne soirée.;Flash INFO Trafic, Mesdames et Messieurs, Bonjour et bienvenue à Paris Gare du Nord. Nous sommes le mercredi 30 août, il est 16 h passé de  6 Min. Je vous propose de faire un point sur l'état des circulations concernant vos ligne D aider ou je n'ai rien à vous signaler de particulier au moment de traverser la capitale. De même concernant veux correspondances avec les lignes HK en gare de surface ou de même avec les lignes de métro parisien, a noté quelques travaux. Si vous devez voyager ce soir à partir de 22h45 avec une interruption entre Paris Gare du Nord, l'aéroport Charles-de-Gaulle. Et Paris Nord Mitry-Claye sur la ligne D à partir de 23h20 entre Paris et gare de Lyon et Creil à. Vous pouvez bien sûr retrouver l'ensemble de ces informations sur les applications Île-de-France, mobilitéstransilien.comratp.fr, SNCF Connect ou bien votre applis de mobilités. Je vous souhaite à toutes et à tous une très bonne soirée.;52,8;0087271023-DCT-20230830-160646-c5ed9201-b3c7-4597-ab26-812816f0adc1.mp3
Paris Gare du Nord;Tue, 05 Sep 2023 13:56:03;SN;Direct;Annonce pour les majeurs empruntant le TGV Air à destination de Creil. Départ 14h18, votre témérité actuellement en ligne, il entrera en gare dans quelques minutes à la voie 17. le TER à destination de Creil départ 14h18, on trouvera un gare dans quelques minutes à la voie 17. Lors de votre arrivée sur la voie 17, merci de patienter en vous donnant éloigner de la bordure du quai.;Annonce pour les voyageurs empruntant le TER à destination de Creil. Départ 14h18, votre TER actuellement en ligne, il entrera en gare dans quelques minutes à la voie 17. le TER à destination de Creil départ 14h18, on trouvera un gare dans quelques minutes à la voie 17. Lors de votre arrivée sur la voie 17, merci de patienter en vous tennant éloigner de la bordure du quai.;21,53;0087271007-VOX@NET_GL1-20230905-135603-7977aa94-28ef-45e9-bc50-12eda5550ec8.mp3
Paris Gare du Nord;Tue, 05 Sep 2023 14:00:59;SN;Direct;Voie numéro 17, votre télé à destination de crayon première pour votre sécurité, éloignez vous de la bordure du quai. Attendez l'arrêt complet du train ainsi que la descente et des voyageurs avant de prendre place à bord voie 17 votre TGV R à destination de Creil entre en gare.;Voie numéro 17, votre TER à destination de Creil entre en gare  r votre sécurité, éloignez vous de la bordure du quai. Attendez l'arrêt complet du train ainsi que la descente et des voyageurs avant de prendre place à bord voie 17 votre TER à destination de Creil entre en gare.;14,6;0087271007-VOX@NET_GL1-20230905-140059-6ee738da-045f-4e7a-82aa-034bb74e786c.mp3
Paris Gare du Nord;Tue, 05 Sep 2023 16:18:37;SN;Direct;Bois, numéro 11, voie numéro 11, votre train entre en gare pour votre sécurité. Merci de bien vouloir vous éloigner de la bordure du quai, d'attendre l'arrêt complet du train avant de prendre place à bord.;Voie numéro 11, voie numéro 11, votre train entre en gare pour votre sécurité. Merci de bien vouloir vous éloigner de la bordure du quai, d'attendre l'arrêt complet du train avant de prendre place à bord.;13,94;0087271007-VOX@NET_GL1-20230905-161837-010f54c5-5e6e-4212-b99b-92d35c353e99.mp3
Paris Gare du Nord;Tue, 05 Sep 2023 16:18:58;SPI;Direct;Mesdames Messieurs je reviens vers les voyageurs du TRO 2 France c 14 à destination de Compiègne pour un départ initialement prévu à 16h36 que 5 Min de retard sont à prévoir en raison de conditions de départ non réunis;Mesdames Messieurs je reviens vers les voyageurs du TER  France C14 à destination de Compiègne pour un départ initialement prévu à 16h36 que 5 Min de retard sont à prévoir en raison de conditions de départ non réunis;15,79;0087271007-VOX@NET_GL1-20230905-161858-3c06f93a-4c99-4686-bcce-2985563e3043.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 06 Sep 2023 10:33:17;SN;Direct;Mesdames, Messieurs, j'informe les voyageurs du TGV lyria 9765, départ initialement prévu 10h18 à destination de Genève que votre accueil embarquement vient de débuter sur la voie. J'ai vous y avez accès depuis le un et le hall 3. Je vous rappelle également que votre TGV subira un retard au départ de 40 Min suite à une sortie tardive du technicentre. Merci de votre écoute.;Mesdames, Messieurs, j'informe les voyageurs du TGV lyria 9765, départ initialement prévu 10h18 à destination de Genève que votre accueil embarquement vient de débuter sur la voie G, vous y avez accès depuis le 1 et le hall 3. Je vous rappelle également que votre TGV subira un retard au départ de 40 Min suite à une sortie tardive du technicentre. Merci de votre écoute.;29,35;0087686006-Pupitre_COE_2_gauche-20230906-103317-f4f27ace-0615-4337-803b-2bbbe40f11c8.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 06 Sep 2023 11:00:22;SN;Direct;Mais la main, Messieurs sur la voie h, je vous informe que les portes de votre TGV à destination de Nice sont maintenant déverrouiller. Je vous invite à prendre place à bord en vous souhaitant un bon voyage. Voilà.;Mesdames, Messieurs sur la voie A je vous informe que les portes de votre TGV à destination de Nice sont maintenant déverrouiller. Je vous invite à prendre place à bord en vous souhaitant un bon voyage. Voilà.;14,27;0087686006-Pupitre_COE_2_gauche-20230906-110022-196583bc-1cc6-4d2f-887c-d1ebc44cd011.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 02 Aug 2023 14:02:58;SN;Direct;Mais là, Messieurs, votre attention s'il vous plaît, j'informe les voyageurs du train Trenitalia 66, cinquante-et-un à destination de Lyon Perrache. Départ prévu 14h26 qu votre train Trenitalia est désormais mise en place à la voie h, accessible uniquement depuis le hall numéro un. Vous pouvez donc dès à présent réaliser votre accueil embarquement et nous vous souhaitons un agréable voyage.;Mesdames, Messieurs, votre attention s'il vous plaît, j'informe les voyageurs du train Train Italia 66-51 à destination de Lyon Perrache. Départ prévu 14h26 qu votre train Train Italia est désormais mise en place à la voie h, accessible uniquement depuis le hall numéro 1. Vous pouvez donc dès à présent réaliser votre accueil embarquement et nous vous souhaitons un agréable voyage.;27,35;0087686006-Pupitre_COE_2_gauche-20230802-140258-9e0b04f1-45ff-400e-b33c-4ed1396d4728.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 02 Aug 2023 14:45:26;SN;Direct;Mais là, Messieurs sur la voie 11, je rappelle aux voyageurs à destination de Barcelone que votre TGV numéro 97 15. Et situées à l'avant du quai entre les repères V et Z et que ces voitures seront numérotées de 18 à 11 pour les voyageurs à destination de Perpignan, pour le TGV numéro 6049, vos voitures sont numérotées de 8 à une et sont situées en tout début de quais à l'arrière du train, entre les repères R et U Mesdames, Messieurs, merci de votre attention.;Mesdames, Messieurs sur la voie 11, je rappelle aux voyageurs à destination de Barcelone que votre TGV numéro 97 15. Et situées à l'avant du quai entre les repères V et Z et que ces voitures seront numérotées de 18 à 11 pour les voyageurs à destination de Perpignan, pour le TGV numéro 6049, vos voitures sont numérotées de 8 à 1 et sont situées en tout début de quais à l'arrière du train, entre les repères R et U Mesdames, Messieurs, merci de votre attention.;37,05;0087686006-Pupitre_COE_2_gauche-20230802-144526-272b33c4-1a29-4d5d-9d81-fed62b8841f7.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 02 Aug 2023 18:26:47;SN;Direct;Mesdames, Messieurs, j'informe les voyageurs du TGV inouï. 6711, départ à 18h52 en direction de Mulhouse. Que votre train va être mis en place à la voie. J'ai. En attendant l'arrivée de votre train en gare, je vous invite à réaliser votre embarquement et à patienter sur le quai en fonction de votre numéro de voitures. Mesdames, Messieurs, lorsque vous accéderez okay, je vous invite déjà présent à vous tenir éloignés de la bordure du quai. Merci.;Mesdames, Messieurs, j'informe les voyageurs du TGV inouï. 6711, départ à 18h52 en direction de Mulhouse. Que votre train va être mis en place à la voie.J En attendant l'arrivée de votre train en gare, je vous invite à réaliser votre embarquement et à patienter sur le quai en fonction de votre numéro de voitures. Mesdames, Messieurs, lorsque vous accéderez au quai, je vous invite déjà présent à vous tenir éloignés de la bordure du quai. Merci.;35,24;0087686006-Pupitre_COE_2_gauche-20230802-182647-15a34b41-b1f6-40e5-b684-aab9817f3fe4.mp3
Paris Gare de Lyon Hall 1 & 2;Wed, 02 Aug 2023 18:30:33;SN;Direct;Mais la ma Messieurs Je rappelle aux voyageurs des TGV 6127 départ initial 18h38 en direction de Marseille dont le départ sera différé de 40 Min et les voyageurs du TGV 6951 départ initial 18h46 en direction de Annecy dont le départ sera différé de 30 Min Que ces retards font ensuite à la réutilisation de vos trains à retarder en ligne En effet la chute d un arbre sur les voies entraîné des retards sur vos trains à l arrivée et cela pour conséquence des retards sur vos trains au départ Merci de patienter sur les hall d attente;Mesdames, Messieurs Je rappelle aux voyageurs des TGV 6127 départ initial 18h38 en direction de Marseille dont le départ sera différé de 40 Min et les voyageurs du TGV 6951 départ initial 18h46 en direction de Annecy dont le départ sera différé de 30 Min Que ces retards font ensuite à la réutilisation de vos trains à retarder en ligne En effet la chute d un arbre sur les voies entraîné des retards sur vos trains à l arrivée et cela pour conséquence des retards sur vos trains au départ Merci de patienter sur les hall d attente;47;0087686006-Pupitre_COE_2_gauche-20230802-183033-5ac1495c-9eb1-46fc-abbc-c2505501dfcd.mp3
Paris Gare de Lyon Hall 1 & 2;Thu, 07 Sep 2023 17:18:01;SN;Direct;Mais Monsieur informe les voyageurs que le Transilien de 17h32 pour Montargis. Yaura un retard de 5 Min au départ de notre gares mais Monsieur, merci à tous de votre écoute, je reviendrai vers vous dès que j'aurai des informations supplémentaires.;Mesdames, Monsieur informe les voyageurs que le Transilien de 17h32 pour Montargis. Yaura un retard de 5 Min au départ de notre gares mesdames, monsieur, merci à tous de votre écoute, je reviendrai vers vous dès que j'aurai des informations supplémentaires.;19,48;0087686006-Pup_Sec_COE_Droite-20230907-171801-210e16e1-8cf7-422b-8acc-bb047e200e79.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 15:38:50;SN;Direct;Mais Monsieur à la voie à vous, je vous informe que votre TGV inouï. 6621 15h52 pour Lyon Perrache et maintenant accessible. Mais Monsieur, merci de votre écoute et vous souhaite à tous un bon voyage.;Mesdames, Monsieurs à la voie A , je vous informe que votre TGV inouï. 6621 15h52 pour Lyon Perrache et maintenant accessible. Mesdames, Monsieurs, merci de votre écoute et vous souhaite à tous un bon voyage.;15,4;0087686006-Pupitre_COE_2_gauche-20230910-153657-1933dd0f-d7dd-4e94-8859-835603d32373.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 16:56:47;SN;Direct;Mais Monsieur, nous recherchons donc activement le ou la propriétaire d'un sac vert et un autre sac bleu. Et c'est face au restaurant prêt à manger dans le hall un, l'oxyde, le ou la propriétaire de ce sac vers le sac bleu sont toujours présents. Ils sont priée de venir les récupérer immédiatement dans le hall un face au prêt-à-manger, ceci avant intervention des forces de l'ordre.;Mesdames, Monsieurs, nous recherchons donc activement le ou la propriétaire d'un sac vert et un autre sac bleu. Et c'est face au restaurant prêt à manger dans le hall 1, l'oxyde, le ou la propriétaire de ce sac vers le sac bleu sont toujours présents. Ils sont priée de venir les récupérer immédiatement dans le hall 1 face au prêt-à-manger, ceci avant intervention des forces de l'ordre.;25,47;0087686006-Pupitre_COE_2_gauche-20230910-170025-2dc12d27-1e65-49d4-9ce5-929e637dca32.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 17:20:09;SN;Direct;Même Monsieur, la voie à Givet, actuellement en cours de préparation, je vous invite à patienter devant les portes de vos voitures. Je répète à la voie à merci de patienter devant les portes de vos voitures. Votre TGV est actuellement en cours de préparation et de sa visite du TGV 6949. 17h46 pour. Écouter, je reviens vers vous dans quelques instants.;Mesdames, Monsieurs, à la voie A, votre train est actuellement en cours de préparation, je vous invite à patienter devant les portes de vos voitures. Je répète à la voie A merci de patienter devant les portes de vos voitures. Votre TGV est actuellement en cours de préparation et de sa visite du TGV 6949. 17h46 pour. Écouter, je reviens vers vous dans quelques instants.;29,1;0087686006-Pupitre_COE_2_gauche-20230910-172009-7e1459d2-5d0e-4ece-b83f-cb3c46a44ad3.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 18:09:14;SN;Direct;Mais Monsieur le 18. 6127 18h38 pour Marseille et actuellement embarquement à la voie 23 depuis le hall numéro 2.;Mesdames, Monsieurs le 18. 6127 18h38 pour Marseille et actuellement embarquement à la voie 23 depuis le hall numéro 2.;13;0087686006-Pupitre_COE_2_gauche-20230910-180914-e00fb7df-6722-4e61-bf46-31c6c763c560.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 18:09:31;SN;Direct;Même Monsieur, je vous informe que le Transilien de 18h15 pour Moret Veneux-Les-Sablons est actuellement à l'embarquement à la voie M mais Monsieur Mercier, tous et de votre écoute.;Mesdames, Monsieurs, je vous informe que le Transilien de 18h15 pour Moret Veneux-Les-Sablons est actuellement à l'embarquement à la voie M mais Monsieur Mesdames, tous et de votre écoute.;15,05;0087686006-Pupitre_COE_2_gauche-20230910-180931-b79ad72e-752b-451f-bfb6-d7ca10c0a718.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 18:15:14;SN;Direct;Mais Monsieur, nous recherchons toujours activement le ou la propriétaire. Un sac bleu Marine. Mais Monsieur recherchons activement le propriétaire 5 bleu Marine laissée à la voie, 23 voitures 13 donc ciné ou la propriétaire est toujours présent. Il est prié de venir le récupérer immédiatement à la voie 23, voiture 13 et ceci avant tension des forces de l'ordre.;Mesdames Monsieurs, nous recherchons toujours activement le ou la propriétaire d'un sac bleu Marine. Mais Monsieur recherchons activement le propriétaire d'un sac bleu Marine laissée à la voie, 23 voitures 13 donc ciné ou la propriétaire est toujours présent. Il est prié de venir le récupérer immédiatement à la voie 23, voiture 13 et ceci avant tension des forces de l'ordre.;30,3;0087686006-Pupitre_COE_2_gauche-20230910-181514-fe22addd-0da3-4c1a-b0c5-76e735fcd336.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 18:19:23;SN;Direct;Mais Monsieur à la voie 23, je vous rappelle que suite à un arrêt préfectoral, il est strictement interdit de fumer sur les quais de la gare. Je répète à la voie 23, il est strictement interdit de fumer sur les quais de la gare. Merci d'éteindre vos cigarettes mais Monsieur, merci à tous ceux de votre écoute et bon voyage à tous.;Mesdames, Monsieur à la voie 23, je vous rappelle que suite à un arrêt préfectoral, il est strictement interdit de fumer sur les quais de la gare. Je répète à la voie 23, il est strictement interdit de fumer sur les quais de la gare. Merci d'éteindre vos cigarettes mesdames, Monsieur, merci à tous ceux de votre écoute et bon voyage à tous.;25,03;0087686006-Pupitre_COE_2_gauche-20230910-181923-878c5c31-820f-4630-8958-931c11a4df27.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 20:31:42;SN;Direct;Même Monsieur à la voie B attention, attention, j'aimerais l'ensemble des voyageurs de bien vérifier que vous avez rien oublier à bord du TGV. Je rappelle que tout objet laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre et même la destruction de vos bagages. Merci donc de bien vérifier que vous avez tout vos effets personnels avec vous, mais Monsieur merci à tous de votre écoute.;Mesdames, Monsieurs à la voie B attention, attention, je demanderais à l'ensemble des voyageurs de bien vérifier que vous avez rien oublier à bord du TGV. Je rappelle que tout objet laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre et même la destruction de vos bagages. Merci donc de bien vérifier que vous avez tout vos effets personnels avec vous, mais Monsieur merci à tous de votre écoute.;29,52;0087686006-Pupitre_COE_2_gauche-20230910-203142-1c3d6795-57f9-4374-8024-3283081f45d3.mp3
Paris Gare de Lyon Hall 1 & 2;Sun, 10 Sep 2023 20:38:08;SN;Direct;Même Monsieur à la voie, le merci aux voyageurs de bien vérifier que vous avez tout vos effets personnels avec vous. Je vous rappelle que toute valise, sacoche ou autre laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre. Merci de bien vérifier donc que vous avez tout vos effets personnels avec vous avant de quitter la gare.;Mesdames, Monsieurs à la voie L, merci aux voyageurs de bien vérifier que vous avez tout vos effets personnels avec vous. Je vous rappelle que toute valise, sacoche ou autre laissée à bord du TGV peut entraîner l'intervention des forces de l'ordre. Merci de bien vérifier donc que vous avez tout vos effets personnels avec vous avant de quitter la gare.;22,63;0087686006-Pupitre_COE_2_gauche-20230910-203808-2a6161a9-6158-4d87-a67d-3f57e82269a1.mp3
